"insID"	"haps11"	"haps00"	"%11"	"%00"	"SUPERPOP"
"13.20174357"	"13.20174357"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"14.55491267"	"14.55491267"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"14.65445305"	"14.65445305"	"982"	"354"	"0.735029940119761"	"0.26497005988024"	"EUR"
"15.89083782"	"15.89083782"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"16.5804388"	"16.5804388"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"16.8228762"	"16.8228762"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"16.23610804"	"16.23610804"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"17.4977974"	"17.4977974"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"17.29027058"	"17.29027058"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"17.52278934"	"17.52278934"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"17.66600132"	"17.66600132"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"18.2000814"	"18.2000814"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"18.4917277"	"18.4917277"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"19.36738022"	"19.36738022"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"19.38356816"	"19.38356816"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"19.45097417"	"19.45097417"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"2.27682845"	"2.27682845"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"2.30836337"	"2.30836337"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"2.37452460"	"2.37452460"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"2.207901556"	"2.207901556"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"2.232441494"	"2.232441494"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"20.33849926"	"20.33849926"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"20.40599535"	"20.40599535"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"21.44567239"	"21.44567239"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"3.14132679"	"3.14132679"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"3.47301023"	"3.47301023"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"3.50557322"	"3.50557322"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"3.112743118"	"3.112743118"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"3.125609301"	"3.125609301"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"3.175623337"	"3.175623337"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"3.195654395"	"3.195654395"	"944"	"394"	"0.705530642750374"	"0.294469357249626"	"EUR"
"4.145520"	"4.145520"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"4.63806595"	"4.63806595"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"4.72994940"	"4.72994940"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"4.120263688"	"4.120263688"	"878"	"360"	"0.709208400646204"	"0.290791599353796"	"EUR"
"4.157225913"	"4.157225913"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"5.8937848"	"5.8937848"	"769"	"503"	"0.604559748427673"	"0.395440251572327"	"EUR"
"5.30486759"	"5.30486759"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"5.35176486"	"5.35176486"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"5.44730588"	"5.44730588"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"5.54866907"	"5.54866907"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"5.74901657"	"5.74901657"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"5.116156834"	"5.116156834"	"982"	"354"	"0.735029940119761"	"0.26497005988024"	"EUR"
"5.119530533"	"5.119530533"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"5.156084716"	"5.156084716"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"5.169423878"	"5.169423878"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"6.33777736"	"6.33777736"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"6.52787477"	"6.52787477"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"6.78426656"	"6.78426656"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"6.89091306"	"6.89091306"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"6.93883083"	"6.93883083"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"6.111576299"	"6.111576299"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"6.134980247"	"6.134980247"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"7.4622051"	"7.4622051"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"7.23079474"	"7.23079474"	"983"	"355"	"0.734678624813154"	"0.265321375186846"	"EUR"
"7.123420690"	"7.123420690"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"7.124861223"	"7.124861223"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"7.125808213"	"7.125808213"	"982"	"354"	"0.735029940119761"	"0.26497005988024"	"EUR"
"7.158029477"	"7.158029477"	"330"	"488"	"0.403422982885086"	"0.596577017114914"	"EUR"
"8.7355392"	"8.7355392"	"283"	"409"	"0.408959537572254"	"0.591040462427746"	"EUR"
"8.18651453"	"8.18651453"	"229"	"475"	"0.325284090909091"	"0.674715909090909"	"EUR"
"8.48087655"	"8.48087655"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"8.54944240"	"8.54944240"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"8.58112161"	"8.58112161"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"9.17445358"	"9.17445358"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"9.31632876"	"9.31632876"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"9.68277342"	"9.68277342"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"9.72378052"	"9.72378052"	"982"	"354"	"0.735029940119761"	"0.26497005988024"	"EUR"
"9.111356892"	"9.111356892"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"9.124191383"	"9.124191383"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"9.134232105"	"9.134232105"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"X.90205613"	"X.90205613"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"X.124913492"	"X.124913492"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"X.144802358"	"X.144802358"	"984"	"354"	"0.73542600896861"	"0.26457399103139"	"EUR"
"Y.27288494"	"Y.27288494"	"292"	"354"	"0.452012383900929"	"0.547987616099071"	"EUR"
