"insID"	"haps11"	"haps00"	"%11"	"%00"	"SUPERPOP"
"105"	"105"	"1"	"399"	"0.0025"	"0.9975"	"AMR"
"108"	"108"	"0"	"398"	"0"	"1"	"AMR"
"116"	"116"	"0"	"398"	"0"	"1"	"AMR"
"125"	"125"	"7"	"403"	"0.0170731707317073"	"0.982926829268293"	"AMR"
"30"	"30"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"35"	"35"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"40"	"40"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"50"	"50"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"8"	"8"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"9"	"9"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"17"	"17"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"1"	"1"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"2"	"2"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"5"	"5"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"7"	"7"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"11"	"11"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"12"	"12"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"13"	"13"	"664"	"398"	"0.625235404896422"	"0.374764595103578"	"AMR"
"14"	"14"	"663"	"407"	"0.619626168224299"	"0.380373831775701"	"AMR"
"4"	"4"	"663"	"407"	"0.619626168224299"	"0.380373831775701"	"AMR"
"24"	"24"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"25"	"25"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"18"	"18"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"20"	"20"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"21"	"21"	"569"	"485"	"0.539848197343453"	"0.460151802656546"	"AMR"
"22"	"22"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"23"	"23"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"26"	"26"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"28"	"28"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"29"	"29"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"32"	"32"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"34"	"34"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"36"	"36"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"33"	"33"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"38"	"38"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"37"	"37"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"39"	"39"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"41"	"41"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"43"	"43"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"44"	"44"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"49"	"49"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"51"	"51"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"52"	"52"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"60"	"60"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"61"	"61"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"62"	"62"	"671"	"399"	"0.627102803738318"	"0.372897196261682"	"AMR"
"58"	"58"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"59"	"59"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"55"	"55"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"56"	"56"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"57"	"57"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"65"	"65"	"658"	"412"	"0.614953271028037"	"0.385046728971963"	"AMR"
"68"	"68"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"69"	"69"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"63"	"63"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"64"	"64"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"66"	"66"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"67"	"67"	"604"	"446"	"0.575238095238095"	"0.424761904761905"	"AMR"
"72"	"72"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"74"	"74"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"75"	"75"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"71"	"71"	"571"	"409"	"0.58265306122449"	"0.41734693877551"	"AMR"
"73"	"73"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"90"	"90"	"549"	"485"	"0.530947775628627"	"0.469052224371373"	"AMR"
"82"	"82"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"83"	"83"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"84"	"84"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"86"	"86"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"88"	"88"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"78"	"78"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"79"	"79"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"80"	"80"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"81"	"81"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"96"	"96"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"97"	"97"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"98"	"98"	"671"	"399"	"0.627102803738318"	"0.372897196261682"	"AMR"
"99"	"99"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"100"	"100"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"91"	"91"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"92"	"92"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"107"	"107"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"106"	"106"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"101"	"101"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"102"	"102"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"103"	"103"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"104"	"104"	"171"	"475"	"0.264705882352941"	"0.735294117647059"	"AMR"
"113"	"113"	"217"	"441"	"0.329787234042553"	"0.670212765957447"	"AMR"
"109"	"109"	"210"	"510"	"0.291666666666667"	"0.708333333333333"	"AMR"
"110"	"110"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"111"	"111"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"112"	"112"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"118"	"118"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"119"	"119"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"120"	"120"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"121"	"121"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"114"	"114"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"115"	"115"	"671"	"399"	"0.627102803738318"	"0.372897196261682"	"AMR"
"117"	"117"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"124"	"124"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"122"	"122"	"668"	"398"	"0.626641651031895"	"0.373358348968105"	"AMR"
"123"	"123"	"672"	"398"	"0.62803738317757"	"0.37196261682243"	"AMR"
"126"	"126"	"260"	"398"	"0.395136778115502"	"0.604863221884498"	"AMR"
